sentence,label,idx
"comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ",1,34036
"the film is visually dazzling , the depicted events dramatic , funny and poignant ",1,34037
is like seeing a series of perfect black pearls clicking together to form a string . ,1,34038
swept away '' is the one hour and thirty-three minutes ,1,34039
everything that 's good ,1,34040
the boozy self-indulgence ,0,34041
", it contains almost enough chuckles for a three-minute sketch , and no more . ",0,34042
fears ,0,34043
"left with a story that tries to grab us , only to keep letting go at all the wrong moments ",0,34044
"it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary ",0,34045
using his storytelling ability ,1,34046
wishy-washy ,0,34047
remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks ,1,34048
picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . ,1,34049
"cooks conduct in a low , smoky and inviting sizzle ",1,34050
's tremendously moving ,1,34051
lots of effort and intelligence are on display but ,1,34052
", you can feel the love . ",1,34053
surprisingly juvenile ,0,34054
land beyond time ,1,34055
a weak and ineffective ghost story ,0,34056
'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time ,1,34057
're - doing-it-for - the-cash ,0,34058
of too many story lines ,0,34059
"a joy to watch , even when her material is not first-rate ",1,34060
"( n ) o matter how much good will the actors generate , showtime eventually folds under its own thinness . ",0,34061
"exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble ",1,34062
"lyne 's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded . ",0,34063
to feed to the younger generations ,1,34064
be liberating ,1,34065
a compelling allegory ,1,34066
", the film shatters you in waves . ",1,34067
the day-old shelf would be a more appropriate location to store it ,0,34068
a submarine movie with the unsettling spookiness of the supernatural ,1,34069
once again ego does n't always go hand in hand with talent ,0,34070
this story about love and culture ,1,34071
one of the best silly horror movies of recent memory ,1,34072
"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ? ",0,34073
more dimensional and complex than its sunny disposition ,1,34074
which imbue the theme with added depth and resonance ,1,34075
probably the best case for christianity ,1,34076
best part ' ,1,34077
it is a whole lot of fun and ,1,34078
", my big fat greek wedding is a non-stop funny feast of warmth , color and cringe . ",1,34079
"an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline ",1,34080
serious critique ,0,34081
"is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer . ",1,34082
"the movie straddles the fence between escapism and social commentary , and on both sides it falls short . ",0,34083
"of the most creative , energetic and original comedies to hit the screen in years ",1,34084
any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out ,0,34085
"for most movies , 84 minutes is short ",0,34086
loss and denial ,0,34087
"it could be a lot better if it were , well , more adventurous . ",0,34088
the nicest thing i can say is that i ca n't remember a single name responsible for it ,0,34089
a forum to demonstrate their acting ` chops ' ,1,34090
unusually surreal tone ,1,34091
conceited pap ,0,34092
cool stuff ,1,34093
"... once the true impact of the day unfolds , the power of this movie is undeniable . ",1,34094
actors you 're most likely to find on the next inevitable incarnation of the love boat ,0,34095
great missed opportunity ,0,34096
not zhang 's forte ,0,34097
"hopkins , squarely fills the screen . ",1,34098
happy gilmore or the waterboy ,1,34099
achieving some honest insight ,1,34100
"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . ",1,34101
"perry 's good and his is an interesting character , but `` serving sara '' has n't much more to serve than silly fluff . ",0,34102
watching it is like being trapped at a bad rock concert ,0,34103
proves you wrong on both counts ,0,34104
"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between . ",0,34105
"'s lovely and amazing , ",1,34106
's hard to shake the feeling that it was intended to be a different kind of film ,0,34107
his ` angels of light ,1,34108
"bang your head on the seat in front of you , at its cluelessness , at its idiocy , ",0,34109
"in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . ",1,34110
but not great ) ,0,34111
"familiar , funny surface ",1,34112
this unexpectedly moving meditation ,1,34113
your own precious life ,1,34114
"as a touching , transcendent love story ",1,34115
genre-busting film ,1,34116
) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code ,1,34117
provides an accessible introduction as well as some intelligent observations on the success of bollywood ,1,34118
exploitation flick ,0,34119
brilliantly ,1,34120
an unremittingly ugly movie ,0,34121
"be relieved that his latest feature , r xmas , marks a modest if encouraging return to form ",1,34122
satisfaction ,1,34123
remotely probing or penetrating . ,0,34124
"it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such ",0,34125
propulsive ,1,34126
hero ,1,34127
talents ,1,34128
asks you to feel sorry for mick jagger 's sex life ,0,34129
with its elbows sticking out where the knees should be ,0,34130
", right-wing , propriety-obsessed family ",0,34131
i can analyze this movie in three words : thumbs friggin ' down . ,0,34132
flat ,0,34133
like an overcooked soufflé ,0,34134
", there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",1,34135
bringing richer meaning to the story 's morals ,1,34136
great cinema can really do ,1,34137
surprisingly ,1,34138
innocent ,1,34139
the astute direction of cardoso and ,1,34140
for every cheesy scene ,0,34141
spins the multiple stories in a vibrant and intoxicating fashion ,1,34142
is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . ,1,34143
"taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating ",0,34144
by then ,1,34145
told with sharp ears and eyes for the tenor of the times ,1,34146
racism ,0,34147
outtakes in which most of the characters forget their lines ,0,34148
intelligent screenplay ,1,34149
"because of the universal themes , earnest performances ... and excellent use of music by india 's popular gulzar and jagjit singh ",1,34150
an immensely entertaining look ,1,34151
a meditation on faith and madness ,1,34152
wistful new film ,1,34153
"is truly funny , playing a kind of ghandi gone bad ",1,34154
it 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads . ,0,34155
", the movie runs a good race , one that will have you at the edge of your seat for long stretches . ' ",1,34156
chan like a $ 99 bargain-basement special ,0,34157
whose pieces do not fit ,0,34158
"in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition ",1,34159
a little uneven to be the cat 's meow ,0,34160
it 's a film that affirms the nourishing aspects of love and companionship . ,1,34161
shoot ,0,34162
of the previous two ,1,34163
completely predictable ,0,34164
low-grade dreck ,0,34165
soulless jumble ,0,34166
change the channel ,0,34167
aspires ,1,34168
is corny in a way that bespeaks an expiration date passed a long time ago . ,0,34169
