sentence,label,idx,processed_text
"mr. wollter and ms. seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear . ",0,43854,mr wollter ms seldhal give strong convincing performances neither reaches deepest recesses character unearth quaking essence passion grief fear
serves as a painful elegy and sobering cautionary tale ,1,43855,serves painful elegy sobering cautionary tale
listless ,0,43856,listless
ray liotta ,1,43857,ray liotta
"no psychology here , ",0,43858,psychology
hardly an objective documentary ,0,43859,hardly objective documentary
vaunted empathy ,1,43860,vaunted empathy
of unfaithful ,0,43861,unfaithful
"pathetic , endearing ",1,43862,pathetic endearing
it emerges as another key contribution to the flowering of the south korean cinema ,1,43863,emerges another key contribution flowering south korean cinema
wise-beyond-her-years ,1,43864,wise beyond years
"a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . ",1,43865,small gem movie defies classification thought provoking funny scary sad
awkward version ,0,43866,awkward version
unhibited ,1,43867,unhibited
unbreakable ,1,43868,unbreakable
"tries to grab us , only to keep letting go at all the wrong moments ",0,43869,tries grab us keep letting go wrong moments
strike a chord ,1,43870,strike chord
alternates between deadpan comedy and heartbreaking loneliness and is n't afraid to provoke introspection in both its characters and its audience . ,1,43871,alternates deadpan comedy heartbreaking loneliness n afraid provoke introspection characters audience
"fills it with spirit , purpose and emotionally bruised characters who add up to more than body count ",1,43872,fills spirit purpose emotionally bruised characters add body count
"one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ",1,43873,one rare films come flawless amounts acting direction story pace
"a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ",0,43874,much shorter cut surely would resulted smoother focused narrative without sacrificing cultural intrigue
could possibly be more contemptuous of the single female population . ,1,43875,could possibly contemptuous single female population
"it dull , lifeless , and irritating ",0,43876,dull lifeless irritating
moore 's ) better at fingering problems than finding solutions . ,0,43877,moore better fingering problems finding solutions
absurdities and inconsistencies ,0,43878,absurdities inconsistencies
a smear ,0,43879,smear
"a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents ",0,43880,negligible work manipulation exploitation piece usual worst guilt trip parents
's nothing remotely topical or sexy here . ,0,43881,nothing remotely topical sexy
in the travails of creating a screenplay ,0,43882,travails creating screenplay
"the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking ",0,43883,writer director little 1 8 million charmer may cutting edge indie filmmaking
"this time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part . ",1,43884,time hype quieter movie slightly less successful first still rollicking good time part
"a summer entertainment adults can see without feeling embarrassed , but it could have been more . ",1,43885,summer entertainment adults see without feeling embarrassed could
"children , a heartfelt romance for teenagers and a compelling argument about death ",1,43886,children heartfelt romance teenagers compelling argument death
elvira fans ,1,43887,elvira fans
's nothing to gain from watching they ,0,43888,nothing gain watching
", the movie bogs down in rhetoric and cliché . ",0,43889,movie bogs rhetoric cliché
too dark to be decipherable ,0,43890,dark decipherable
"took three minutes of dialogue , 30 seconds of plot and ",0,43891,took three minutes dialogue 30 seconds plot
with all the blanket statements and dime-store ruminations on vanity ,0,43892,blanket statements dime store ruminations vanity
provides a nice change of mindless pace in collision ,1,43893,provides nice change mindless pace collision
the ideal casting ,1,43894,ideal casting
too few ,0,43895,
"unpredictable , hilarious ",1,43896,unpredictable hilarious
make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' ,1,43897,make enough inspiring tale survival wrapped heart pounding suspense stylish psychological thriller
the insightful writer/director ,1,43898,insightful writer director
wildly inventive ,1,43899,wildly inventive
", girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming-of-age genre . ",1,43900,girls ca n swim represents engaging intimate first feature talented director watch worthy entry french coming age genre
"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy . ",1,43901,elegantly produced expressively performed six musical numbers crystallize key plot moments minutely detailed wonders dreamlike ecstasy
the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride . ,0,43902,movie blip year radar screen tempting go ride
"observant , unfussily poetic ",1,43903,observant unfussily poetic
sincerity ,1,43904,sincerity
weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens ,0,43905,weird thinking bad things world like puppies broken legs butterflies die movies starring pop queens
show real heart ,1,43906,show real heart
a sensitive and astute first feature by anne-sophie birot . ,1,43907,sensitive astute first feature anne sophie birot
roiling ,0,43908,roiling
as an exploratory medical procedure or an autopsy ,0,43909,exploratory medical procedure autopsy
unstable ,0,43910,unstable
this crude ,0,43911,crude
the early and middle passages are surprising in how much they engage and even touch us . ,1,43912,early middle passages surprising much engage even touch us
"... by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over . ",1,43913,time done us mira nair new movie audience giddy delight discovery immersed foreign culture find human nature pretty much
do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance ,0,43914,n care kind sewage shovel mental gullets simulate sustenance
"look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy ",0,43915,look almost shakespearean depth breadth watching digital effects heavy supposed family friendly comedy
could have been a confusing and horrifying vision into an intense and engrossing head-trip ,0,43916,could confusing horrifying vision intense engrossing head trip
is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer ,0,43917,mostly lump run mill profanity sprinkled remarks geared toward engendering audience sympathy might think running office trying win probation officer
